"ID_RSU";"LCZ_PRIMARY";"LCZ_UNIQUENESS_VALUE";"ID_RSU.1";"LCZ_PRIMARY.1";"LCZ_UNIQUENESS_VALUE.1";"area";"agree";"location"
611;"Bare rock paved";NA;211;"Sparsely Built";0.994618067427207;228.970000002999;FALSE;"Your Place"
613;"Low plants";NA;211;"Sparsely Built";0.994618067427207;227.866500006872;FALSE;"Your Place"
617;"Bare rock paved";NA;211;"Sparsely Built";0.994618067427207;353.960199991008;FALSE;"Your Place"
619;"Bare rock paved";NA;211;"Sparsely Built";0.994618067427207;16.4146000019391;FALSE;"Your Place"
624;"Bare rock paved";NA;211;"Sparsely Built";0.994618067427207;17.2725000004575;FALSE;"Your Place"
625;"Dense trees";NA;211;"Sparsely Built";0.994618067427207;2.53346282144776;FALSE;"Your Place"
636;"Bare rock paved";NA;211;"Sparsely Built";0.994618067427207;27.0470999973404;FALSE;"Your Place"
654;"Low plants";NA;211;"Sparsely Built";0.994618067427207;2.01213600009214;FALSE;"Your Place"
703;"Bare rock paved";NA;211;"Sparsely Built";0.994618067427207;7.81634393860804;FALSE;"Your Place"
552;"Low plants";NA;211;"Sparsely Built";0.994618067427207;9967.06899899337;FALSE;"Your Place"
507;"Scattered trees";NA;211;"Sparsely Built";0.994618067427207;0.0215791854225245;FALSE;"Your Place"
520;"Dense trees";NA;211;"Sparsely Built";0.994618067427207;2077.05900711038;FALSE;"Your Place"
726;"Bare rock paved";NA;211;"Sparsely Built";0.994618067427207;23.58085915025;FALSE;"Your Place"
628;"Dense trees";NA;211;"Sparsely Built";0.994618067427207;499.633993998927;FALSE;"Your Place"
399;"Scattered trees";NA;211;"Sparsely Built";0.994618067427207;359.935643216595;FALSE;"Your Place"
424;"Sparsely Built";1;220;"Sparsely Built";0.629538325087819;11.9628328932449;TRUE;"Your Place"
483;"Sparsely Built";1;220;"Sparsely Built";0.629538325087819;14350.2798494932;TRUE;"Your Place"
558;"Large low";NA;220;"Sparsely Built";0.629538325087819;17.6279697847785;FALSE;"Your Place"
418;"Dense trees";NA;220;"Sparsely Built";0.629538325087819;158.671372025798;FALSE;"Your Place"
444;"Low plants";NA;220;"Sparsely Built";0.629538325087819;69.3033027286638;FALSE;"Your Place"
441;"Sparsely Built";1;223;"Open low";0.724019866306409;20.7183732273988;FALSE;"Your Place"
477;"Sparsely Built";0.920165357842559;223;"Open low";0.724019866306409;4.05024659092305;FALSE;"Your Place"
497;"Open low";0.196115506076856;223;"Open low";0.724019866306409;965.543349755928;TRUE;"Your Place"
499;"Open low";0.0782548445173729;223;"Open low";0.724019866306409;275.12000000081;TRUE;"Your Place"
500;"Open low";0.238084361499886;223;"Open low";0.724019866306409;12852.5840743796;TRUE;"Your Place"
531;"Sparsely Built";0.567013665405127;223;"Open low";0.724019866306409;71.1126440213993;FALSE;"Your Place"
440;"Sparsely Built";0.666007687843215;230;"Open low";0.46569971183266;46.904308855359;FALSE;"Your Place"
465;"Sparsely Built";1;230;"Open low";0.46569971183266;3.93762556731235;FALSE;"Your Place"
518;"Sparsely Built";0.80577474521471;230;"Open low";0.46569971183266;9923.30579895992;FALSE;"Your Place"
543;"Sparsely Built";0.564072656142617;230;"Open low";0.46569971183266;12.0578319753986;FALSE;"Your Place"
544;"Large low";NA;230;"Open low";0.46569971183266;0.00136239796120208;FALSE;"Your Place"
489;"Bare rock paved";NA;230;"Open low";0.46569971183266;2.83574280270841;FALSE;"Your Place"
425;"Scattered trees";NA;230;"Open low";0.46569971183266;28.2583306851811;FALSE;"Your Place"
453;"Sparsely Built";1;233;"Open low";0.257162252934841;145.544072810124;FALSE;"Your Place"
477;"Sparsely Built";0.920165357842559;233;"Open low";0.257162252934841;29.455895367958;FALSE;"Your Place"
500;"Open low";0.238084361499886;233;"Open low";0.257162252934841;0.57259630470071;TRUE;"Your Place"
531;"Sparsely Built";0.567013665405127;233;"Open low";0.257162252934841;10087.1900013424;FALSE;"Your Place"
562;"Sparsely Built";0.291669813158481;233;"Open low";0.257162252934841;11160.9150776449;FALSE;"Your Place"
574;"Sparsely Built";0.81923609073883;233;"Open low";0.257162252934841;42.4413115795251;FALSE;"Your Place"
592;"Open low";0.590610461121593;233;"Open low";0.257162252934841;406.452271755552;TRUE;"Your Place"
748;"Open low";0.213118522713949;233;"Open low";0.257162252934841;36.7103263473127;TRUE;"Your Place"
620;"Large low";NA;233;"Open low";0.257162252934841;21784.3233311954;FALSE;"Your Place"
693;"Scattered trees";NA;233;"Open low";0.257162252934841;12.4579280116595;FALSE;"Your Place"
440;"Sparsely Built";0.666007687843215;241;"Open low";0.258123622736349;74.3945959559642;FALSE;"Your Place"
518;"Sparsely Built";0.80577474521471;241;"Open low";0.258123622736349;69.4603991423501;FALSE;"Your Place"
543;"Sparsely Built";0.564072656142617;241;"Open low";0.258123622736349;94902.390907051;FALSE;"Your Place"
674;"Open low";1;241;"Open low";0.258123622736349;25.4231978892349;TRUE;"Your Place"
695;"Open low";0.665952915876931;241;"Open low";0.258123622736349;34.4615421180497;TRUE;"Your Place"
541;"Large low";NA;241;"Open low";0.258123622736349;274.405485048366;FALSE;"Your Place"
544;"Large low";NA;241;"Open low";0.258123622736349;15767.998637624;FALSE;"Your Place"
580;"Dense trees";NA;241;"Open low";0.258123622736349;125.827759053282;FALSE;"Your Place"
582;"Scattered trees";NA;241;"Open low";0.258123622736349;19.253493410768;FALSE;"Your Place"
730;"Bare rock paved";NA;241;"Open low";0.258123622736349;170.60998849824;FALSE;"Your Place"
425;"Scattered trees";NA;241;"Open low";0.258123622736349;5.59083671285771;FALSE;"Your Place"
523;"Sparsely Built";0.826851968025596;247;"Sparsely Built";0.998045367059907;12.6784775182296;TRUE;"Your Place"
626;"Sparsely Built";1;247;"Sparsely Built";0.998045367059907;2234.4882594689;TRUE;"Your Place"
670;"Sparsely Built";1;247;"Sparsely Built";0.998045367059907;19.2430198218208;TRUE;"Your Place"
714;"Sparsely Built";1;247;"Sparsely Built";0.998045367059907;16.8291783938184;TRUE;"Your Place"
722;"Sparsely Built";0.586259777450432;247;"Sparsely Built";0.998045367059907;45.083669981168;TRUE;"Your Place"
735;"Sparsely Built";0.80381368670231;247;"Sparsely Built";0.998045367059907;43.7137519995849;TRUE;"Your Place"
503;"Dense trees";NA;247;"Sparsely Built";0.998045367059907;843.823655648448;FALSE;"Your Place"
493;"Dense trees";NA;247;"Sparsely Built";0.998045367059907;951.206926562649;FALSE;"Your Place"
642;"Dense trees";NA;247;"Sparsely Built";0.998045367059907;3226.6204501372;FALSE;"Your Place"
507;"Scattered trees";NA;247;"Sparsely Built";0.998045367059907;3.30583379045129;FALSE;"Your Place"
593;"Low plants";NA;247;"Sparsely Built";0.998045367059907;10.5207252527107;FALSE;"Your Place"
551;"Low plants";NA;247;"Sparsely Built";0.998045367059907;37905.625123499;FALSE;"Your Place"
558;"Large low";NA;253;"Open low";0.0606276060554452;2.37630787375383;FALSE;"Your Place"
589;"Large low";NA;253;"Open low";0.0606276060554452;36386.3892095042;FALSE;"Your Place"
418;"Dense trees";NA;253;"Open low";0.0606276060554452;0.365884696075227;FALSE;"Your Place"
587;"Dense trees";NA;253;"Open low";0.0606276060554452;291.333835165016;FALSE;"Your Place"
