"ID_RSU";"bdtopo.2.2";"LCZ_UNIQUENESS_VALUE";"ID_RSU.1";"osm";"LCZ_UNIQUENESS_VALUE.1";"area";"location";"agree"
784;"3";0.439755416722961;293;"2";0.69980631921934;5.6184940679741;"No specified Location";FALSE
779;"105";NA;293;"2";0.69980631921934;13.7799784017261;"No specified Location";FALSE
724;"9";0.76939248388338;295;"2";0.50956550334667;50.0323639875278;"No specified Location";FALSE
777;"3";0.484218592160539;295;"2";0.50956550334667;7297.73577042785;"No specified Location";FALSE
789;"2";0.770969802528575;297;"2";0.973734660924762;2158.17359496932;"No specified Location";TRUE
774;"3";0.103621330209316;297;"2";0.973734660924762;4042.85971301375;"No specified Location";FALSE
648;"102";NA;297;"2";0.973734660924762;67.5574845271185;"No specified Location";FALSE
795;"3";0.112250552401753;302;"2";0.640583850022921;6.73156498312892;"No specified Location";FALSE
766;"6";0.588184586148547;302;"2";0.640583850022921;22.102061228361;"No specified Location";FALSE
784;"3";0.439755416722961;302;"2";0.640583850022921;6460.01182434987;"No specified Location";FALSE
844;"3";0.487496805806359;302;"2";0.640583850022921;1.4896985155292;"No specified Location";FALSE
834;"3";0.268302499094678;302;"2";0.640583850022921;15.0130121237598;"No specified Location";FALSE
841;"2";0.551379264729076;302;"2";0.640583850022921;40.8651213166595;"No specified Location";TRUE
775;"105";NA;302;"2";0.640583850022921;20.7748686196283;"No specified Location";FALSE
779;"105";NA;302;"2";0.640583850022921;37.4486970885191;"No specified Location";FALSE
776;"105";NA;303;"2";0.47658078622398;7.72133157332428;"No specified Location";FALSE
782;"2";0.514309522953129;303;"2";0.47658078622398;1627.38200239791;"No specified Location";TRUE
774;"3";0.103621330209316;303;"2";0.47658078622398;45.5989042241417;"No specified Location";FALSE
648;"102";NA;303;"2";0.47658078622398;7.23306108737597;"No specified Location";FALSE
760;"3";0.0804379293873165;304;"2";0.272522341857065;11.5224379840656;"No specified Location";FALSE
781;"3";0.614266038483175;304;"2";0.272522341857065;2313.20791349025;"No specified Location";FALSE
793;"3";0.357225286031896;304;"2";0.272522341857065;0.39629110514943;"No specified Location";FALSE
815;"2";0.661943608313663;304;"2";0.272522341857065;0.41609251324553;"No specified Location";TRUE
791;"3";0.0385306775516107;304;"2";0.272522341857065;7.17675746808527;"No specified Location";FALSE
759;"6";0.724080160697966;304;"2";0.272522341857065;15.8666460934401;"No specified Location";FALSE
750;"6";0.865935720198607;305;"6";0.241879873675539;0.0575415752027766;"No specified Location";TRUE
808;"6";0.154323144578332;305;"6";0.241879873675539;2504.33479664568;"No specified Location";TRUE
855;"6";0.231417520382137;305;"6";0.241879873675539;16.5654562828131;"No specified Location";TRUE
795;"3";0.112250552401753;306;"2";0.977652034419948;5294.30350774596;"No specified Location";FALSE
777;"3";0.484218592160539;306;"2";0.977652034419948;109.975160382688;"No specified Location";FALSE
766;"6";0.588184586148547;306;"2";0.977652034419948;4.25929875555448;"No specified Location";FALSE
784;"3";0.439755416722961;306;"2";0.977652034419948;15.0125005424488;"No specified Location";FALSE
781;"3";0.614266038483175;307;"2";0.790490657612173;31.4756172234192;"No specified Location";FALSE
815;"2";0.661943608313663;307;"2";0.790490657612173;320.536253347527;"No specified Location";TRUE
804;"2";0.870572729387367;307;"2";0.790490657612173;503.159622512292;"No specified Location";TRUE
791;"3";0.0385306775516107;307;"2";0.790490657612173;879.82149941544;"No specified Location";FALSE
759;"6";0.724080160697966;307;"2";0.790490657612173;1.44636240627369;"No specified Location";FALSE
855;"6";0.231417520382137;309;"2";0.566029849888955;2.93395190266892;"No specified Location";FALSE
838;"3";0.06793028881648;309;"2";0.566029849888955;1516.85445703007;"No specified Location";FALSE
748;"6";0.213118522713949;309;"2";0.566029849888955;9.94270678143948;"No specified Location";FALSE
444;"104";NA;311;"5";0.247161096850861;77.7232152707456;"No specified Location";FALSE
832;"105";NA;311;"5";0.247161096850861;790.278348652646;"No specified Location";FALSE
848;"2";0.32348453572655;311;"5";0.247161096850861;1.91381026492309;"No specified Location";FALSE
850;"2";0.572496835848959;311;"5";0.247161096850861;157.100065535808;"No specified Location";FALSE
795;"3";0.112250552401753;311;"5";0.247161096850861;25.3991373345489;"No specified Location";FALSE
777;"3";0.484218592160539;311;"5";0.247161096850861;0.864536901179235;"No specified Location";FALSE
808;"6";0.154323144578332;313;"6";0.517300086049073;16.4073203629814;"No specified Location";TRUE
855;"6";0.231417520382137;313;"6";0.517300086049073;453.770927932012;"No specified Location";TRUE
444;"104";NA;314;"2";0.434725045652968;27.7571617944632;"No specified Location";FALSE
832;"105";NA;314;"2";0.434725045652968;0.392552163248183;"No specified Location";FALSE
848;"2";0.32348453572655;314;"2";0.434725045652968;267.761042341968;"No specified Location";TRUE
784;"3";0.439755416722961;316;"2";0.780840215585239;55.6622609968763;"No specified Location";FALSE
834;"3";0.268302499094678;316;"2";0.780840215585239;173.331076905597;"No specified Location";FALSE
841;"2";0.551379264729076;316;"2";0.780840215585239;0.586335195315769;"No specified Location";TRUE
841;"2";0.551379264729076;320;"2";0.974168440201033;3.62152505828999;"No specified Location";TRUE
774;"3";0.103621330209316;124;"8";NA;32.0069999848492;"No specified Location";FALSE
760;"3";0.0804379293873165;124;"8";NA;16.8115641563199;"No specified Location";FALSE
791;"3";0.0385306775516107;124;"8";NA;20.4170681367395;"No specified Location";FALSE
680;"8";NA;124;"8";NA;23138.2843271066;"No specified Location";TRUE
689;"101";NA;124;"8";NA;343.053234512918;"No specified Location";FALSE
659;"105";NA;124;"8";NA;67.3093377384357;"No specified Location";FALSE
647;"105";NA;124;"8";NA;44.2178363557905;"No specified Location";FALSE
652;"105";NA;124;"8";NA;53.5401847932371;"No specified Location";FALSE
653;"6";0.242483851659319;124;"8";NA;17.465588142979;"No specified Location";FALSE
743;"105";NA;124;"8";NA;773.409999995492;"No specified Location";FALSE
744;"8";0.940209137927258;124;"8";NA;3045.18500000704;"No specified Location";TRUE
648;"102";NA;124;"8";NA;8300.23728939367;"No specified Location";FALSE
751;"9";1;124;"8";NA;8038.20945192873;"No specified Location";FALSE
759;"6";0.724080160697966;124;"8";NA;4837.28202358773;"No specified Location";FALSE
678;"105";NA;124;"8";NA;3797.13417904731;"No specified Location";FALSE
730;"105";NA;124;"8";NA;2.98872853838839;"No specified Location";FALSE
761;"105";NA;124;"8";NA;7.14623384503648;"No specified Location";FALSE
543;"9";0.564072656142617;124;"8";NA;107.761710942126;"No specified Location";FALSE
578;"8";NA;124;"8";NA;1494.46415330633;"No specified Location";TRUE
349;"104";NA;124;"8";NA;4911.17050547525;"No specified Location";FALSE
194;"107";NA;124;"8";NA;1586.98048198564;"No specified Location";FALSE
307;"102";NA;135;"8";NA;286.432358747814;"No specified Location";FALSE
312;"8";NA;135;"8";NA;22510.7100191141;"No specified Location";TRUE
361;"9";0.850520099826412;135;"8";NA;2884.65905310074;"No specified Location";FALSE
339;"102";NA;135;"8";NA;985.777988311485;"No specified Location";FALSE
424;"9";1;135;"8";NA;32.3798858462833;"No specified Location";FALSE
418;"101";NA;135;"8";NA;1.28497269353829;"No specified Location";FALSE
444;"104";NA;135;"8";NA;6.2897808553098;"No specified Location";FALSE
425;"102";NA;242;"8";NA;94.8963392832993;"No specified Location";FALSE
653;"6";0.242483851659319;242;"8";NA;18.3897096188157;"No specified Location";FALSE
543;"9";0.564072656142617;242;"8";NA;86.0356295872189;"No specified Location";FALSE
674;"6";1;242;"8";NA;39.0611517494544;"No specified Location";FALSE
541;"8";NA;242;"8";NA;74045.0815044027;"No specified Location";TRUE
548;"8";NA;242;"8";NA;55.7822273362981;"No specified Location";TRUE
647;"105";NA;246;"8";NA;25.0376359043512;"No specified Location";FALSE
652;"105";NA;246;"8";NA;41.6051152419095;"No specified Location";FALSE
653;"6";0.242483851659319;246;"8";NA;6.01812385208905;"No specified Location";FALSE
541;"8";NA;246;"8";NA;17.7591779733775;"No specified Location";TRUE
548;"8";NA;246;"8";NA;15232.5707212257;"No specified Location";TRUE
578;"8";NA;246;"8";NA;0.0292298339554691;"No specified Location";TRUE
60;"102";NA;39;"104";NA;1586.16250223664;"No specified Location";FALSE
32;"104";NA;39;"104";NA;86642.3985121059;"No specified Location";TRUE
221;"102";NA;39;"104";NA;0.0818488587101456;"No specified Location";FALSE
301;"101";NA;39;"104";NA;372.447709691565;"No specified Location";FALSE
60;"102";NA;45;"104";NA;79488.0855065933;"No specified Location";FALSE
32;"104";NA;45;"104";NA;12830.1041707258;"No specified Location";TRUE
301;"101";NA;45;"104";NA;16.5054334945453;"No specified Location";FALSE
168;"104";NA;46;"104";NA;109.167487261817;"No specified Location";TRUE
397;"9";1;46;"104";NA;30.8547031865455;"No specified Location";FALSE
411;"105";NA;46;"104";NA;0.957685350738757;"No specified Location";FALSE
403;"105";NA;46;"104";NA;2.80688451378956;"No specified Location";FALSE
337;"104";NA;46;"104";NA;0.0339171860832721;"No specified Location";TRUE
260;"104";NA;46;"104";NA;0.0854328077984974;"No specified Location";TRUE
315;"104";NA;46;"104";NA;16.3945949996123;"No specified Location";TRUE
313;"105";NA;46;"104";NA;5.5546989995637;"No specified Location";FALSE
305;"101";NA;46;"104";NA;4.11617699981434;"No specified Location";FALSE
298;"105";NA;46;"104";NA;8.83127124785096;"No specified Location";FALSE
276;"101";NA;46;"104";NA;301.531490392983;"No specified Location";FALSE
299;"104";NA;46;"104";NA;76.453500436779;"No specified Location";TRUE
290;"101";NA;46;"104";NA;185.914805004155;"No specified Location";FALSE
282;"105";NA;46;"104";NA;84.9909460020717;"No specified Location";FALSE
287;"107";NA;46;"104";NA;8.73241752019385;"No specified Location";FALSE
286;"102";NA;46;"104";NA;8075.45463701664;"No specified Location";FALSE
320;"102";NA;46;"104";NA;844.079748240008;"No specified Location";FALSE
323;"107";NA;46;"104";NA;198.798961398483;"No specified Location";FALSE
32;"104";NA;47;"104";NA;88962.8774406645;"No specified Location";TRUE
172;"107";NA;73;"104";NA;14.6288001811481;"No specified Location";FALSE
110;"107";NA;73;"104";NA;0.250574784033233;"No specified Location";FALSE
60;"102";NA;73;"104";NA;3340.59782533534;"No specified Location";FALSE
105;"107";NA;73;"104";NA;20828.5279195316;"No specified Location";FALSE
209;"104";NA;73;"104";NA;26.7691038412813;"No specified Location";TRUE
110;"107";NA;74;"107";NA;53.2099183863029;"No specified Location";TRUE
105;"107";NA;74;"107";NA;353.052820554876;"No specified Location";TRUE
172;"107";NA;86;"107";NA;20.1469706499483;"No specified Location";TRUE
60;"102";NA;86;"107";NA;5.32164431444835;"No specified Location";FALSE
209;"104";NA;86;"107";NA;3.79344320413657;"No specified Location";FALSE
32;"104";NA;107;"102";NA;414.42156946461;"No specified Location";FALSE
268;"105";NA;107;"102";NA;3464.65885001468;"No specified Location";FALSE
